 ;Species;Site;Water_potential;Replicate;Seed;Start_date;Germination_date;Comment;Cotelydon_date;Leaf_date;;dead_date;Wet_mass_g_root;Wet_mass_g_;Notes
VA_ULV_3_1_6;VA;ULV;3;1;6;17.02.2020;24.02.2020;;04.03.2020;;;;;;
VA_ULV_3_1_7;VA;ULV;3;1;7;17.02.2020;21.02.2020;;25.02.2020;;;;;;
VA_ULV_3_1_8;VA;ULV;3;1;8;17.02.2020;21.02.2020;;25.02.2020;23.03.2020;;;;;
VA_ULV_3_1_9;VA;ULV;3;1;9;17.02.2020;21.02.2020;;25.02.2020;;;;;;
VA_ULV_3_1_10;VA;ULV;3;1;10;17.02.2020;21.02.2020;;25.02.2020;;;;;;
VA_ULV_3_1_11;VA;ULV;3;1;11;17.02.2020;21.02.2020;;;;;;;;
VA_ULV_3_1_12;VA;ULV;3;1;12;17.02.2020;21.02.2020;;25.02.2020;20.03.2020;;;;;
VA_ULV_3_1_13;VA;ULV;3;1;13;17.02.2020;;;;;;;;;
VA_ULV_3_1_14;VA;ULV;3;1;14;17.02.2020;22.02.2020;;24.02.2020;;;;;;
VA_ULV_3_1_15;VA;ULV;3;1;15;17.02.2020;22.02.2020;;23.02.2020;;;;;;
VA_ULV_3_1_16;VA;ULV;3;1;16;17.02.2020;22.02.2020;;25.02.2020;;;;;;
VA_ULV_3_1_17;VA;ULV;3;1;17;17.02.2020;;;;;;;;;
VA_ULV_3_1_18;VA;ULV;3;1;18;17.02.2020;24.02.2020;;28.02.2020;;;;;;
VA_ULV_3_1_19;VA;ULV;3;1;19;17.02.2020;21.02.2020;;23.02.2020;;;;;;
VA_ULV_3_1_20;VA;ULV;3;1;20;17.02.2020;23.02.2020;;26.02.2020;;;;;;
VA_ULV_3_2_1;VA;ULV;3;2;1;17.02.2020;28.02.2020;;04.03.2020;;;;;;
VA_ULV_3_2_2;VA;ULV;3;2;2;17.02.2020;11.03.2020;;17.03.2020;;;;;;
VA_ULV_3_2_3;VA;ULV;3;2;3;17.02.2020;23.02.2020;;27.02.2020;;;;;;
VA_ULV_3_2_4;VA;ULV;3;2;4;17.02.2020;22.02.2020;;25.02.2020;;;;;;
VA_ULV_3_2_5;VA;ULV;3;2;5;17.02.2020;22.02.2020;;26.02.2020;;;;;;
VA_ULV_3_2_6;VA;ULV;3;2;6;17.02.2020;22.02.2020;;25.02.2020;;;;;;
VA_ULV_3_2_7;VA;ULV;3;2;7;17.02.2020;22.02.2020;;26.02.2020;;;;;;
VA_ULV_3_2_8;VA;ULV;3;2;8;17.02.2020;22.02.2020;;25.02.2020;;;;;;
VA_ULV_3_2_9;VA;ULV;3;2;9;17.02.2020;20.02.2020;;25.02.2020;20.03.2020;;;;;
VA_ULV_3_2_10;VA;ULV;3;2;10;17.02.2020;22.02.2020;;26.02.2020;;;;;;
VA_ULV_3_2_11;VA;ULV;3;2;11;17.02.2020;17.03.2020;;17.03.2020;;;;;;
VA_ULV_3_2_12;VA;ULV;3;2;12;17.02.2020;27.02.2020;;04.03.2020;;;;;;
VA_ULV_3_2_13;VA;ULV;3;2;13;17.02.2020;22.02.2020;;06.03.2020;;;;;;
VA_ULV_3_2_14;VA;ULV;3;2;14;17.02.2020;22.02.2020;;22.02.2020;;;;;;
VA_ULV_3_2_15;VA;ULV;3;2;15;17.02.2020;29.02.2020;;17.03.2020;;;;;;
VA_ULV_3_2_16;VA;ULV;3;2;16;17.02.2020;22.02.2020;;06.03.2020;;;;;;
VA_ULV_3_2_17;VA;ULV;3;2;17;17.02.2020;23.02.2020;;27.02.2020;;;;;;
VA_ULV_3_2_18;VA;ULV;3;2;18;17.02.2020;;Dead;;;;;;;
VA_ULV_3_2_19;VA;ULV;3;2;19;17.02.2020;21.02.2020;;25.02.2020;;;;;;
VA_ULV_3_2_20;VA;ULV;3;2;20;17.02.2020;22.02.2020;;25.02.2020;;;;;;
VA_ULV_3_3_1;VA;ULV;3;3;1;17.02.2020;;;;;;;;;
VA_ULV_3_3_2;VA;ULV;3;3;2;17.02.2020;24.02.2020;;25.02.2020;;;;;;
VA_ULV_3_3_3;VA;ULV;3;3;3;17.02.2020;21.02.2020;;25.02.2020;;;;;;
VA_ULV_3_3_4;VA;ULV;3;3;4;17.02.2020;21.02.2020;;02.03.2020;;;;;;
VA_ULV_3_3_5;VA;ULV;3;3;5;17.02.2020;21.02.2020;;25.02.2020;30.03.2020;;;;;
VA_ULV_3_3_6;VA;ULV;3;3;6;17.02.2020;21.02.2020;;25.02.2020;;;;;;
VA_ULV_3_3_7;VA;ULV;3;3;7;17.02.2020;24.02.2020;;09.03.2020;;;;;;
VA_ULV_3_3_8;VA;ULV;3;3;8;17.02.2020;24.02.2020;;27.02.2020;;;;;;
VA_ULV_3_3_9;VA;ULV;3;3;9;17.02.2020;21.02.2020;;24.02.2020;;;;;;
VA_ULV_3_3_10;VA;ULV;3;3;10;17.02.2020;26.02.2020;;02.03.2020;;;;;;
VA_ULV_3_3_11;VA;ULV;3;3;11;17.02.2020;21.02.2020;;25.02.2020;30.03.2020;;;;;
VA_ULV_3_3_12;VA;ULV;3;3;12;17.02.2020;24.02.2020;;27.02.2020;;;;;;
VA_ULV_3_3_13;VA;ULV;3;3;13;17.02.2020;24.02.2020;;25.02.2020;;;;;;
VA_ULV_3_3_14;VA;ULV;3;3;14;17.02.2020;21.02.2020;;24.02.2020;;;;;;
VA_ULV_3_3_15;VA;ULV;3;3;15;17.02.2020;24.02.2020;Three cotelydons;27.02.2020;;;;;;
VA_ULV_3_3_16;VA;ULV;3;3;16;17.02.2020;25.02.2020;;29.02.2020;;;;;;
VA_ULV_3_3_17;VA;ULV;3;3;17;17.02.2020;25.02.2020;;02.03.2020;;;;;;
VA_ULV_3_3_18;VA;ULV;3;3;18;17.02.2020;24.02.2020;;25.02.2020;;;;;;
VA_ULV_3_3_19;VA;ULV;3;3;19;17.02.2020;24.02.2020;;29.02.2020;;;;;;
VA_ULV_3_3_20;VA;ULV;3;3;20;17.02.2020;21.02.2020;;25.02.2020;;;;;;
VA_ULV_3_4_1;VA;ULV;3;4;1;17.02.2020;26.02.2020;;02.03.2020;;;;;;
VA_ULV_3_4_2;VA;ULV;3;4;2;17.02.2020;21.02.2020;;25.02.2020;;;;;;
VA_ULV_3_4_3;VA;ULV;3;4;3;17.02.2020;22.02.2020;;25.02.2020;;;;;;
VA_ULV_3_4_4;VA;ULV;3;4;4;17.02.2020;26.02.2020;;02.03.2020;;;;;;
VA_ULV_3_4_5;VA;ULV;3;4;5;17.02.2020;26.02.2020;Green leafs but no root, still just green leafs but no root (11.03.2020);11.03.2020;;;;;;
VA_ULV_3_4_6;VA;ULV;3;4;6;17.02.2020;21.02.2020;;25.02.2020;;;;;;
VA_ULV_3_4_7;VA;ULV;3;4;7;17.02.2020;29.02.2020;;11.03.2020;;;;;;
VA_ULV_3_4_8;VA;ULV;3;4;8;17.02.2020;24.02.2020;;26.02.2020;;;;;;
VA_ULV_3_4_9;VA;ULV;3;4;9;17.02.2020;22.02.2020;;02.03.2020;23.03.2020;;;;;
VA_ULV_3_4_10;VA;ULV;3;4;10;17.02.2020;22.02.2020;;06.03.2020;;;;;;
VA_ULV_3_4_11;VA;ULV;3;4;11;17.02.2020;25.02.2020;;02.03.2020;;;;;;
VA_ULV_3_4_12;VA;ULV;3;4;12;17.02.2020;22.02.2020;;25.02.2020;;;;;;
VA_ULV_3_4_13;VA;ULV;3;4;13;17.02.2020;22.02.2020;;17.03.2020;;;;;;
VA_ULV_3_4_14;VA;ULV;3;4;14;17.02.2020;26.02.2020;;06.03.2020;;;;;;
VA_ULV_3_4_15;VA;ULV;3;4;15;17.02.2020;24.02.2020;;26.02.2020;;;;;;
VA_ULV_3_4_16;VA;ULV;3;4;16;17.02.2020;20.02.2020;;24.02.2020;;;;;;
VA_ULV_3_4_17;VA;ULV;3;4;17;17.02.2020;29.02.2020;;11.03.2020;;;;;;
VA_ULV_3_4_18;VA;ULV;3;4;18;17.02.2020;22.02.2020;;26.02.2020;;;;;;
VA_ULV_3_4_19;VA;ULV;3;4;19;17.02.2020;26.02.2020;Green but no root or fully extended leafs.;17.03.2020;;;;;;
VA_ULV_3_4_20;VA;ULV;3;4;20;17.02.2020;21.02.2020;;25.02.2020;;;;;;
VA_ULV_3_5_1;VA;ULV;3;5;1;17.02.2020;20.02.2020;;26.02.2020;;;;;;
VA_ULV_3_5_2;VA;ULV;3;5;2;17.02.2020;21.02.2020;;25.02.2020;;;;;;
VA_ULV_3_5_3;VA;ULV;3;5;3;17.02.2020;23.02.2020;;26.02.2020;;;;;;
VA_ULV_3_5_4;VA;ULV;3;5;4;17.02.2020;21.02.2020;;26.02.2020;;;;;;
VA_ULV_3_5_5;VA;ULV;3;5;5;17.02.2020;23.02.2020;;26.02.2020;;;;;;
VA_ULV_3_5_6;VA;ULV;3;5;6;17.02.2020;22.02.2020;;26.02.2020;;;;;;
VA_ULV_3_5_7;VA;ULV;3;5;7;17.02.2020;22.02.2020;;25.02.2020;;;;;;
VA_ULV_3_5_8;VA;ULV;3;5;8;17.02.2020;28.02.2020;;06.03.2020;;;02.04.2020;;;
VA_ULV_3_5_9;VA;ULV;3;5;9;17.02.2020;26.02.2020;;06.03.2020;;;02.04.2020;;;
VA_ULV_3_5_10;VA;ULV;3;5;10;17.02.2020;;;;;;;;;
VA_ULV_3_5_11;VA;ULV;3;5;11;17.02.2020;26.02.2020;;02.02.2020;;;;;;
VA_ULV_3_5_12;VA;ULV;3;5;12;17.02.2020;20.02.2020;;24.02.2020;;;;;;
VA_ULV_3_5_13;VA;ULV;3;5;13;17.02.2020;22.02.2020;;25.02.2020;;;;;;
VA_ULV_3_5_14;VA;ULV;3;5;14;17.02.2020;23.02.2020;;26.02.2020;;;;;;
VA_ULV_3_5_15;VA;ULV;3;5;15;17.02.2020;24.02.2020;;26.02.2020;;;;;;
VA_ULV_3_5_16;VA;ULV;3;5;16;17.02.2020;24.02.2020;;26.02.2020;;;;;;
VA_ULV_3_5_17;VA;ULV;3;5;17;17.02.2020;28.02.2020;;06.03.2020;;;;;;
VA_ULV_3_5_18;VA;ULV;3;5;18;17.02.2020;22.02.2020;;25.02.2020;;;;;;
VA_ULV_3_5_19;VA;ULV;3;5;19;17.02.2020;26.02.2020;;02.02.2020; ;;;;;
VA_ULV_3_5_20;VA;ULV;3;5;20;17.02.2020;23.02.2020;;06.03.2020;30.03.2020;;;;;
VA_ULV_3_6_1;VA;ULV;3;6;1;17.02.2020;23.02.2020;;02.03.2020;23.03.2020;;;;;
VA_ULV_3_6_2;VA;ULV;3;6;2;17.02.2020;22.02.2020;;25.02.2020;;;;;;
VA_ULV_3_6_3;VA;ULV;3;6;3;17.02.2020;26.02.2020;;02.03.2020;;;;;;
VA_ULV_3_6_4;VA;ULV;3;6;4;17.02.2020;25.02.2020;;02.03.2020;;;;;;
VA_ULV_3_6_5;VA;ULV;3;6;5;17.02.2020;25.02.2020;;29.02.2020;;;;;;
VA_ULV_3_6_6;VA;ULV;3;6;6;17.02.2020;23.02.2020;;26.02.2020;;;;;;
VA_ULV_3_6_7;VA;ULV;3;6;7;17.02.2020;21.02.2020;;25.02.2020;;;;;;
VA_ULV_3_6_8;VA;ULV;3;6;8;17.02.2020;21.02.2020;;24.02.2020;;;;;;
VA_ULV_3_6_9;VA;ULV;3;6;9;17.02.2020;21.02.2020;;25.02.2020;;;;;;
VA_ULV_3_6_10;VA;ULV;3;6;10;17.02.2020;21.02.2020;;25.02.2020;;;;;;
VA_ULV_3_6_11;VA;ULV;3;6;11;17.02.2020;22.02.2020;;26.02.2020;;;02.04.2020;;;
VA_ULV_3_6_12;VA;ULV;3;6;12;17.02.2020;21.02.2020;;25.02.2020;;;;;;
VA_ULV_3_6_13;VA;ULV;3;6;13;17.02.2020;20.02.2020;;24.02.2020;;;;;;
VA_ULV_3_6_14;VA;ULV;3;6;14;17.02.2020;21.02.2020;;02.03.2020;;;;;;
VA_ULV_3_6_15;VA;ULV;3;6;15;17.02.2020;21.02.2020;;25.02.2020;;;;;;
VA_ULV_3_6_16;VA;ULV;3;6;16;17.02.2020;21.02.2020;;24.02.2020;;;;;;
VA_ULV_3_6_17;VA;ULV;3;6;17;17.02.2020;21.02.2020;;25.02.2020;;;;;;
VA_ULV_3_6_18;VA;ULV;3;6;18;17.02.2020;21.02.2020;;24.02.2020;30.03.2020;;;;;
VA_ULV_3_6_19;VA;ULV;3;6;19;17.02.2020;21.02.2020;;24.02.2020;;;;;;
VA_ULV_3_6_20;VA;ULV;3;6;20;17.02.2020;21.02.2020;;25.02.2020;;;;;;
VA_ULV_3_7_1;VA;ULV;3;7;1;17.02.2020;21.02.2020;;25.02.2020;;;;;;
VA_ULV_3_7_2;VA;ULV;3;7;2;17.02.2020;21.02.2020;;25.02.2020;17.03.2020;;;;;
VA_ULV_3_7_3;VA;ULV;3;7;3;17.02.2020;22.02.2020;;25.02.2020;;;;;;
VA_ULV_3_7_4;VA;ULV;3;7;4;17.02.2020;21.02.2020;;24.02.2020;;;;;;
VA_ULV_3_7_5;VA;ULV;3;7;5;17.02.2020;22.02.2020;;26.02.2020;17.03.2020;;;;;
VA_ULV_3_7_6;VA;ULV;3;7;6;17.02.2020;22.02.2020;;26.02.2020;17.03.2020;;;;;
VA_ULV_3_7_7;VA;ULV;3;7;7;17.02.2020;21.02.2020;;25.02.2020;;;;;;
VA_ULV_3_7_8;VA;ULV;3;7;8;17.02.2020;21.02.2020;;26.02.2020;;;;;;
VA_ULV_3_7_9;VA;ULV;3;7;9;17.02.2020;22.02.2020;;25.02.2020;;;;;;
VA_ULV_3_7_10;VA;ULV;3;7;10;17.02.2020;23.02.2020;;;;;;;;
VA_ULV_3_7_11;VA;ULV;3;7;11;17.02.2020;21.02.2020;;25.02.2020;;;;;;
VA_ULV_3_7_12;VA;ULV;3;7;12;17.02.2020;22.02.2020;;26.02.2020;;;;;;
VA_ULV_3_7_13;VA;ULV;3;7;13;17.02.2020;21.02.2020;;26.02.2020;;;;;;
VA_ULV_3_7_14;VA;ULV;3;7;14;17.02.2020;22.02.2020;;06.03.2020;;;;;;
VA_ULV_3_7_15;VA;ULV;3;7;15;17.02.2020;21.02.2020;;25.02.2020;;;;;;
VA_ULV_3_7_16;VA;ULV;3;7;16;17.02.2020;21.02.2020;;26.02.2020;;;;;;
VA_ULV_3_7_17;VA;ULV;3;7;17;17.02.2020;26.02.2020;;09.03.2020;;;;;;
VA_ULV_3_7_18;VA;ULV;3;7;18;17.02.2020;24.02.2020;;26.02.2020;;;;;;
VA_ULV_3_7_19;VA;ULV;3;7;19;17.02.2020;22.02.2020;;27.02.2020;;;;;;
VA_ULV_3_7_20;VA;ULV;3;7;20;17.02.2020;22.02.2020;;26.02.2020;17.03.2020;;;;;
VA_ULV_3_8_1;VA;ULV;3;8;1;17.02.2020;22.02.2020;;26.02.2020;;;;;;
VA_ULV_3_8_2;VA;ULV;3;8;2;17.02.2020;22.02.2020;;24.02.2020;;;;;;
VA_ULV_3_8_3;VA;ULV;3;8;3;17.02.2020;22.02.2020;;26.02.2020;;;;;;
VA_ULV_3_8_4;VA;ULV;3;8;4;17.02.2020;22.02.2020;;28.02.2020;;;;;;
VA_ULV_3_8_5;VA;ULV;3;8;5;17.02.2020;21.02.2020;;24.02.2020;;;;;;
VA_ULV_3_8_6;VA;ULV;3;8;6;17.02.2020;22.02.2020;;28.02.2020;;;;;;
VA_ULV_3_8_7;VA;ULV;3;8;7;17.02.2020;21.02.2020;;26.02.2020;;;;;;
VA_ULV_3_8_8;VA;ULV;3;8;8;17.02.2020;22.02.2020;;26.02.2020;;;;;;
VA_ULV_3_8_9;VA;ULV;3;8;9;17.02.2020;21.02.2020;;24.02.2020;;;;;;
VA_ULV_3_8_10;VA;ULV;3;8;10;17.02.2020;22.02.2020;;26.02.2020;;;;;;
VA_ULV_3_8_11;VA;ULV;3;8;11;17.02.2020;28.02.2020;;04.03.2020;;;;;;
VA_ULV_3_8_12;VA;ULV;3;8;12;17.02.2020;22.02.2020;;26.02.2020;;;;;;
VA_ULV_3_8_13;VA;ULV;3;8;13;17.02.2020;22.02.2020;;06.03.2020;;;;;;
VA_ULV_3_8_14;VA;ULV;3;8;14;17.02.2020;22.02.2020;;25.02.2020;;;;;;
VA_ULV_3_8_15;VA;ULV;3;8;15;17.02.2020;22.02.2020;;25.02.2020;;;;;;
VA_ULV_3_8_16;VA;ULV;3;8;16;17.02.2020;21.02.2020;;26.02.2020;;;;;;
VA_ULV_3_8_17;VA;ULV;3;8;17;17.02.2020;22.02.2020;;25.02.2020;;;;;;
VA_ULV_3_8_18;VA;ULV;3;8;18;17.02.2020;21.02.2020;;24.02.2020;;;;;;
VA_ULV_3_8_19;VA;ULV;3;8;19;17.02.2020;22.02.2020;;06.03.2020;;;;;;
VA_ULV_3_8_20;VA;ULV;3;8;20;17.02.2020;22.02.2020;;06.03.2020;;;;;;
VA_ULV_3_9_1;VA;ULV;3;9;1;17.02.2020;22.02.2020;;26.02.2020;;;;;;
VA_ULV_3_9_2;VA;ULV;3;9;2;17.02.2020;21.02.2020;;25.02.2020;;;;;;
VA_ULV_3_9_3;VA;ULV;3;9;3;17.02.2020;21.02.2020;;24.02.2020;;;;;;
VA_ULV_3_9_4;VA;ULV;3;9;4;17.02.2020;23.02.2020;;04.03.2020;;;;;;
VA_ULV_3_9_5;VA;ULV;3;9;5;17.02.2020;22.02.2020;;26.02.2020;;;;;;
VA_ULV_3_9_6;VA;ULV;3;9;6;17.02.2020;22.02.2020;;26.02.2020;;;;;;
VA_ULV_3_9_7;VA;ULV;3;9;7;17.02.2020;21.02.2020;;26.02.2020;;;;;;
VA_ULV_3_9_8;VA;ULV;3;9;8;17.02.2020;;;;;;;;;
VA_ULV_3_9_9;VA;ULV;3;9;9;17.02.2020;22.02.2020;;29.02.2020;;;;;;
VA_ULV_3_9_10;VA;ULV;3;9;10;17.02.2020;21.02.2020;;25.02.2020;;;;;;
VA_ULV_3_9_11;VA;ULV;3;9;11;17.02.2020;21.02.2020;;25.02.2020;;;;;;
VA_ULV_3_9_12;VA;ULV;3;9;12;17.02.2020;22.02.2020;;25.02.2020;17.03.2020;;;;;
VA_ULV_3_9_13;VA;ULV;3;9;13;17.02.2020;22.02.2020;;26.02.2020;;;;;;
VA_ULV_3_9_14;VA;ULV;3;9;14;17.02.2020;22.02.2020;;25.02.2020;;;;;;
VA_ULV_3_9_15;VA;ULV;3;9;15;17.02.2020;22.02.2020;;25.02.2020;;;;;;
VA_ULV_3_9_16;VA;ULV;3;9;16;17.02.2020;23.02.2020;;04.03.2020;;;;;;
VA_ULV_3_9_17;VA;ULV;3;9;17;17.02.2020;21.02.2020;;25.02.2020;;;;;;
VA_ULV_3_9_18;VA;ULV;3;9;18;17.02.2020;21.02.2020;;24.02.2020;;;;;;
VA_ULV_3_9_19;VA;ULV;3;9;19;17.02.2020;21.02.2020;;24.02.2020;;;;;;
VA_ULV_3_9_20;VA;ULV;3;9;20;17.02.2020;22.02.2020;;04.03.2020;17.03.2020;;;;;
VA_ULV_4_1_1;VA;ULV;4;1;1;17.02.2020;06.03.2020;;17.03.2020;;;;;;
VA_ULV_4_1_2;VA;ULV;4;1;2;17.02.2020;26.02.2020;;09.03.2020;;;;;;
VA_ULV_4_1_3;VA;ULV;4;1;3;17.02.2020;23.02.2020;;29.02.2020;;;;;;
VA_ULV_4_1_4;VA;ULV;4;1;4;17.02.2020;;;;;;;;;
VA_ULV_4_1_5;VA;ULV;4;1;5;17.02.2020;25.02.2020;;02.03.2020;;;;;;
VA_ULV_4_1_6;VA;ULV;4;1;6;17.02.2020;20.03.2020;;02.04.2020;;;;;;
VA_ULV_4_1_7;VA;ULV;4;1;7;17.02.2020;21.02.2020;;04.03.2020;;;;;;
VA_ULV_4_1_8;VA;ULV;4;1;8;17.02.2020;21.02.2020;;25.02.2020;;;;;;
VA_ULV_4_1_9;VA;ULV;4;1;9;17.02.2020;23.02.2020;;17.03.2020;;;;;;
VA_ULV_4_1_10;VA;ULV;4;1;10;17.02.2020;26.02.2020;;17.03.2020;;;;;;
VA_ULV_4_1_11;VA;ULV;4;1;11;17.02.2020;;;;;;;;;
VA_ULV_4_1_12;VA;ULV;4;1;12;17.02.2020;23.02.2020;;17.03.2020;;;;;;
VA_ULV_4_1_13;VA;ULV;4;1;13;17.02.2020;21.02.2020;;29.02.2020;;;;;;
VA_ULV_4_1_14;VA;ULV;4;1;14;17.02.2020;28.02.2020;;06.03.2020;;;;;;
VA_ULV_4_1_15;VA;ULV;4;1;15;17.02.2020;21.02.2020;;25.02.2020;;;;;;
VA_ULV_4_1_16;VA;ULV;4;1;16;17.02.2020;28.02.2020;;06.03.2020;;;;;;
VA_ULV_4_1_17;VA;ULV;4;1;17;17.02.2020;21.02.2020;;25.02.2020;26.03.2020;;;;;
VA_ULV_4_1_18;VA;ULV;4;1;18;17.02.2020;;;;;;;;;
VA_ULV_4_1_19;VA;ULV;4;1;19;17.02.2020;24.02.2020;;06.03.2020;;;;;;
VA_ULV_4_1_20;VA;ULV;4;1;20;17.02.2020;27.02.2020;;17.03.2020;;;;;;
VA_ULV_4_2_1;VA;ULV;4;2;1;17.02.2020;;;;;;;;;
VA_ULV_4_2_2;VA;ULV;4;2;2;17.02.2020;09.03.2020;;17.03.2020;;;;;;
VA_ULV_4_2_3;VA;ULV;4;2;3;17.02.2020;24.02.2020;;06.03.2020;;;;;;
VA_ULV_4_2_4;VA;ULV;4;2;4;17.02.2020;22.02.2020;;26.02.2020;;;;;;
VA_ULV_4_2_5;VA;ULV;4;2;5;17.02.2020;24.02.2020;;28.02.2020;;;;;;
VA_ULV_4_2_6;VA;ULV;4;2;6;17.02.2020;02.03.2020;;09.03.2020;;;;;;
VA_ULV_4_2_7;VA;ULV;4;2;7;17.02.2020;23.02.2020;;11.03.2020;;;;;;
VA_ULV_4_2_8;VA;ULV;4;2;8;17.02.2020;22.02.2020;;23.02.2020;;;;;;
VA_ULV_4_2_9;VA;ULV;4;2;9;17.02.2020;27.02.2020;;02.03.2020;;;;;;
VA_ULV_4_2_10;VA;ULV;4;2;10;17.02.2020;27.02.2020;;11.03.2020;;;;;;
VA_ULV_4_2_11;VA;ULV;4;2;11;17.02.2020;22.02.2020;;26.02.2020;;;;;;
VA_ULV_4_2_12;VA;ULV;4;2;12;17.02.2020;27.02.2020;;02.03.2020;;;;;;
VA_ULV_4_2_13;VA;ULV;4;2;13;17.02.2020;;Missing;;;;;;;
VA_ULV_4_2_14;VA;ULV;4;2;14;17.02.2020;22.02.2020;;02.03.2020;02.04.2020;;;;;
VA_ULV_4_2_15;VA;ULV;4;2;15;17.02.2020;22.02.2020;;17.03.2020;;;;;;
VA_ULV_4_2_16;VA;ULV;4;2;16;17.02.2020;04.03.2020;;09.03.2020;;;;;;
VA_ULV_4_2_17;VA;ULV;4;2;17;17.02.2020;09.03.2020;;17.03.2020;;;;;;
VA_ULV_4_2_18;VA;ULV;4;2;18;17.02.2020;23.02.2020;;26.02.2020;;;;;;
VA_ULV_4_2_19;VA;ULV;4;2;19;17.02.2020;23.02.2020;;11.03.2020;;;;;;
VA_ULV_4_2_20;VA;ULV;4;2;20;17.02.2020;26.02.2020;;02.03.2020;;;;;;
VA_ULV_4_3_1;VA;ULV;4;3;1;17.02.2020;21.02.2020;20.02.2020 Replated seeds on agar;17.03.2020;;;;;;
VA_ULV_4_3_2;VA;ULV;4;3;2;17.02.2020;24.02.2020;20.02.2020 Replated seeds on agar;02.03.2020;;;;;;
VA_ULV_4_3_3;VA;ULV;4;3;3;17.02.2020;22.02.2020;20.02.2020 Replated seeds on agar;09.03.2020;;;;;;
VA_ULV_4_3_4;VA;ULV;4;3;4;17.02.2020;22.02.2020;20.02.2020 Replated seeds on agar;26.02.2020;;;;;;
VA_ULV_4_3_5;VA;ULV;4;3;5;17.02.2020;24.02.2020;20.02.2020 Replated seeds on agar;09.03.2020;17.03.2020;;;;;
VA_ULV_4_3_6;VA;ULV;4;3;6;17.02.2020;22.02.2020;20.02.2020 Replated seeds on agar;17.03.2020;;;;;;
VA_ULV_4_3_7;VA;ULV;4;3;7;17.02.2020;26.02.2020;20.02.2020 Replated seeds on agar;06.03.2020;;;;;;
VA_ULV_4_3_8;VA;ULV;4;3;8;17.02.2020;21.02.2020;20.02.2020 Replated seeds on agar;23.02.2020;;;;;;
VA_ULV_4_3_9;VA;ULV;4;3;9;17.02.2020;21.02.2020;20.02.2020 Replated seeds on agar;25.02.2020;;;;;;
VA_ULV_4_3_10;VA;ULV;4;3;10;17.02.2020;27.02.2020;20.02.2020 Replated seeds on agar;17.03.2020;;;;;;
VA_ULV_4_3_11;VA;ULV;4;3;11;17.02.2020;21.02.2020;20.02.2020 Replated seeds on agar;24.02.2020;;;;;;
VA_ULV_4_3_12;VA;ULV;4;3;12;17.02.2020;23.02.2020;20.02.2020 Replated seeds on agar;02.03.2020;;;;;;
VA_ULV_4_3_13;VA;ULV;4;3;13;17.02.2020;21.02.2020;20.02.2020 Replated seeds on agar;26.02.2020;;;;;;
VA_ULV_4_3_14;VA;ULV;4;3;14;17.02.2020;24.02.2020;20.02.2020 Replated seeds on agar;06.03.2020;02.04.2020;;;;;
VA_ULV_4_3_15;VA;ULV;4;3;15;17.02.2020;28.02.2020;20.02.2020 Replated seeds on agar;09.03.2020;;;;;;
VA_ULV_4_3_16;VA;ULV;4;3;16;17.02.2020;26.02.2020;20.02.2020 Replated seeds on agar;17.03.2020;;;;;;
VA_ULV_4_3_17;VA;ULV;4;3;17;17.02.2020;23.02.2020;20.02.2020 Replated seeds on agar;02.03.2020;;;;;;
VA_ULV_4_3_18;VA;ULV;4;3;18;17.02.2020;21.02.2020;20.02.2020 Replated seeds on agar;26.02.2020;23.03.2020;;;;;
VA_ULV_4_3_19;VA;ULV;4;3;19;17.02.2020;22.02.2020;20.02.2020 Replated seeds on agar;26.02.2020;;;;;;
VA_ULV_4_3_20;VA;ULV;4;3;20;17.02.2020;22.02.2020;Two seedlings in this spot;25.02.2020;17.03.2020;;;;;
VA_ULV_4_4_1;VA;ULV;4;4;1;17.02.2020;22.02.2020;;27.02.2020;;;;;;
VA_ULV_4_4_2;VA;ULV;4;4;2;17.02.2020;;;;;;;;;
VA_ULV_4_4_3;VA;ULV;4;4;3;17.02.2020;17.03.2020;;17.03.2020;;;;;;
VA_ULV_4_4_4;VA;ULV;4;4;4;17.02.2020;;;;;;;;;
VA_ULV_4_4_5;VA;ULV;4;4;5;17.02.2020;28.02.2020;;02.03.2020;;;;;;
VA_ULV_4_4_6;VA;ULV;4;4;6;17.02.2020;23.02.2020;;17.03.2020;;;;;;
VA_ULV_4_4_7;VA;ULV;4;4;7;17.02.2020;28.02.2020;;11.03.2020;;;;;;
VA_ULV_4_4_8;VA;ULV;4;4;8;17.02.2020;22.02.2020;;27.02.2020;;;;;;
VA_ULV_4_4_9;VA;ULV;4;4;9;17.02.2020;27.02.2020;;17.03.2020;;;;;;
VA_ULV_4_4_10;VA;ULV;4;4;10;17.02.2020;02.03.2020;;17.03.2020;;;;;;
VA_ULV_4_4_11;VA;ULV;4;4;11;17.02.2020;21.02.2020;;25.02.2020;;;;;;
VA_ULV_4_4_12;VA;ULV;4;4;12;17.02.2020;;;;;;;;;
VA_ULV_4_4_13;VA;ULV;4;4;13;17.02.2020;20.03.2020;;30.03.2020;;;;;;
VA_ULV_4_4_14;VA;ULV;4;4;14;17.02.2020;20.03.2020;;;;;;;;
VA_ULV_4_4_15;VA;ULV;4;4;15;17.02.2020;24.02.2020;;27.02.2020;;;;;;
VA_ULV_4_4_16;VA;ULV;4;4;16;17.02.2020;23.02.2020;;06.03.2020;;;;;;
